	gender
12875	1
12876	1
12877	1
12878	0
12879	0
12880	0
12881	0
12882	0
12883	1
12884	1
12885	0
12886	0
12887	0
12888	0
12889	0
12890	1
12891	0
12892	1
12893	1
12894	0
12895	1
12896	0
12897	1
12898	0
12899	0
12900	0
12901	1
12902	0
12903	0
12904	1
12905	1
12906	0
12907	0
12908	1
12909	1
12910	1
12911	1
12912	1
12913	0
12914	0
12915	1
12916	0
12917	0
12918	0
12919	1
12920	1
12921	0
12922	0
12923	0
12924	0
12925	1
12926	1
12927	1
12928	0
12929	0
12930	0
12931	1
12932	1
12933	0
12934	1
12935	0
12936	0
12937	0
12938	0
12939	1
12940	1
12941	0
12942	0
12943	0
12944	0
12945	0
12946	0
12947	0
12948	1
12949	0
12950	1
12951	0
12952	0
12953	1
12954	0
12955	1
12956	1
12957	1
12958	1
12959	0
12960	0
12961	0
12962	1
12963	1
12964	1
12965	1
12966	0
12967	0
12968	1
12969	0
12970	1
12971	0
12972	0
12973	1
12974	0
12975	0
12976	1
12977	1
12978	1
12979	1
12980	1
12981	0
12982	0
12983	0
12984	1
12985	0
12986	0
12987	0
12988	0
12989	0
12990	0
12991	1
12992	0
12993	0
12994	0
12995	0
12996	1
12997	0
12998	0
12999	1
13000	1
13001	1
13002	0
13003	1
13004	0
13005	0
13006	1
13007	1
13008	1
13009	1
13010	0
13011	0
13012	0
13013	1
13014	0
13015	0
13016	1
13017	1
13018	1
13019	1
13020	1
13021	1
13022	0
13023	1
13024	0
13025	1
13026	1
13027	0
13028	1
13029	1
13030	0
13031	0
13032	1
13033	1
13034	0
13035	0
13036	1
13037	1
13038	0
13039	1
13040	1
13041	0
13042	0
13043	1
13044	0
13045	1
13046	0
13047	1
13048	0
13049	0
13050	0
13051	0
13052	0
13053	0
13054	1
13055	1
13056	1
13057	1
13058	1
13059	0
13060	1
13061	1
13062	1
13063	0
13064	0
13065	0
13066	0
13067	0
13068	0
13069	1
13070	0
13071	0
13072	0
13073	0
13074	0
13075	0
13076	0
13077	1
13078	1
13079	1
13080	1
13081	0
13082	0
13083	0
13084	1
13085	1
13086	1
13087	0
13088	0
13089	1
13090	0
13091	0
13092	0
13093	0
13094	0
13095	0
13096	1
13097	0
13098	1
13099	1
13100	1
13101	0
13102	0
13103	1
13104	1
13105	0
13106	0
13107	1
13108	1
13109	0
13110	1
13111	0
13112	0
13113	0
13114	0
13115	0
13116	0
13117	1
13118	0
13119	1
13120	0
13121	1
13122	0
13123	0
13124	0
13125	1
13126	1
13127	0
13128	1
13129	0
13130	1
13131	0
13132	0
13133	1
13134	0
13135	1
13136	0
13137	1
13138	0
13139	1
13140	0
13141	0
13142	0
13143	0
13144	0
13145	1
13146	1
13147	1
13148	0
13149	1
13150	1
13151	0
13152	1
13153	1
13154	0
13155	0
13156	1
13157	0
13158	0
13159	1
13160	0
13161	0
13162	0
13163	0
13164	1
13165	0
13166	0
13167	1
13168	0
13169	0
13170	0
13171	0
13172	1
13173	1
13174	1
13175	0
13176	0
13177	0
13178	1
13179	0
13180	1
13181	0
13182	0
13183	0
13184	0
13185	0
13186	1
13187	1
13188	0
13189	0
13190	1
13191	1
13192	1
13193	0
13194	1
13195	1
13196	0
13197	0
13198	0
13199	0
13200	1
13201	1
13202	0
13203	1
13204	1
13205	1
13206	0
13207	1
13208	0
13209	1
13210	1
13211	1
13212	0
13213	1
13214	0
13215	0
13216	0
13217	0
13218	1
13219	1
13220	0
13221	1
13222	1
13223	1
13224	1
13225	1
13226	1
13227	0
13228	0
13229	0
13230	0
13231	0
13232	1
13233	0
13234	0
13235	0
13236	0
13237	1
13238	0
13239	0
13240	0
13241	0
13242	1
13243	0
13244	0
13245	0
13246	0
13247	1
13248	0
13249	1
13250	1
13251	0
13252	0
13253	0
13254	0
13255	1
13256	0
13257	0
13258	0
13259	1
13260	1
13261	0
13262	0
13263	1
13264	0
13265	0
13266	0
13267	0
13268	1
13269	1
13270	0
13271	0
13272	1
13273	1
13274	1
13275	0
13276	0
13277	0
13278	1
13279	0
13280	0
13281	0
13282	0
13283	1
13284	0
13285	1
13286	0
13287	1
13288	0
13289	1
13290	0
13291	1
13292	1
13293	0
13294	1
13295	0
13296	1
13297	0
13298	0
13299	0
13300	1
13301	1
13302	0
13303	1
13304	0
13305	0
13306	0
13307	1
13308	0
13309	1
13310	0
13311	0
13312	0
13313	1
13314	1
13315	1
13316	1
13317	0
13318	0
13319	0
13320	0
13321	1
13322	0
13323	0
13324	0
13325	1
13326	0
13327	1
13328	1
13329	1
13330	1
13331	1
13332	0
13333	1
13334	1
13335	0
13336	0
13337	0
13338	0
13339	0
13340	1
13341	1
13342	0
13343	0
13344	0
13345	0
13346	0
13347	0
13348	0
13349	1
13350	0
13351	0
13352	0
13353	0
13354	1
13355	1
13356	0
13357	1
13358	0
13359	0
13360	1
13361	0
13362	1
13363	0
13364	0
13365	0
13366	0
13367	1
13368	0
13369	1
13370	0
13371	0
13372	0
13373	1
13374	1
13375	0
13376	0
13377	0
13378	0
13379	0
13380	0
13381	1
13382	0
13383	0
13384	0
13385	1
13386	1
13387	0
13388	0
13389	1
13390	0
13391	0
13392	0
13393	1
13394	0
13395	1
13396	0
13397	0
13398	1
13399	0
13400	0
13401	1
13402	0
13403	0
13404	1
13405	0
13406	1
13407	0
13408	0
13409	1
13410	1
13411	1
13412	0
13413	1
13414	0
13415	1
13416	1
13417	0
13418	1
13419	0
13420	1
13421	0
13422	0
13423	0
13424	0
13425	1
13426	0
13427	1
13428	0
13429	0
13430	1
13431	0
13432	1
13433	0
13434	0
13435	1
13436	0
13437	1
13438	1
13439	1
13440	0
13441	0
13442	0
13443	1
13444	1
13445	1
13446	1
13447	1
13448	0
13449	1
13450	1
13451	1
13452	0
13453	0
13454	1
13455	0
13456	1
13457	0
13458	1
13459	0
13460	1
13461	1
13462	1
13463	0
13464	0
13465	1
13466	0
13467	1
13468	0
13469	0
13470	0
13471	1
13472	1
13473	0
13474	0
13475	0
13476	0
13477	0
13478	1
13479	0
13480	0
13481	1
13482	1
13483	0
13484	1
13485	0
13486	1
13487	0
13488	1
13489	0
13490	1
13491	1
13492	0
13493	1
13494	1
13495	0
13496	1
13497	0
13498	1
13499	0
13500	0
13501	0
13502	0
13503	1
13504	1
13505	1
13506	0
13507	0
13508	1
13509	1
13510	0
13511	0
13512	1
13513	0
13514	1
13515	1
13516	0
13517	1
13518	0
13519	0
13520	1
13521	0
13522	0
13523	0
13524	0
13525	1
13526	1
13527	0
13528	0
13529	1
13530	0
13531	0
13532	1
13533	0
13534	0
13535	0
13536	1
13537	1
13538	0
13539	0
13540	0
13541	0
13542	1
13543	0
13544	0
13545	1
13546	0
13547	0
13548	0
13549	0
13550	0
13551	0
13552	0
13553	0
13554	0
13555	0
13556	1
13557	0
13558	1
13559	1
13560	1
13561	1
13562	1
13563	0
13564	0
13565	0
13566	0
13567	0
13568	1
13569	0
13570	1
13571	0
13572	1
13573	0
13574	0
13575	0
13576	0
13577	1
13578	0
13579	1
13580	0
13581	0
13582	1
13583	0
13584	0
13585	1
13586	0
13587	0
13588	0
13589	1
13590	0
13591	1
13592	1
13593	1
13594	0
13595	1
13596	0
13597	0
13598	0
13599	0
13600	1
13601	0
13602	0
13603	1
13604	1
13605	0
13606	0
13607	0
13608	0
13609	0
13610	0
13611	0
13612	1
13613	1
13614	0
13615	1
13616	0
13617	0
13618	1
13619	1
13620	0
13621	1
13622	1
13623	1
13624	0
13625	1
13626	0
13627	1
13628	0
13629	0
13630	0
13631	0
13632	1
13633	1
13634	0
13635	0
13636	1
13637	0
13638	1
13639	0
13640	0
13641	0
13642	0
13643	1
13644	1
13645	0
13646	1
13647	1
13648	0
13649	0
13650	1
13651	1
13652	1
13653	1
13654	1
13655	1
13656	1
13657	0
13658	0
13659	0
13660	0
13661	1
13662	0
13663	0
13664	0
13665	0
13666	0
13667	0
13668	1
13669	1
13670	1
13671	0
13672	1
13673	1
13674	0
13675	1
13676	1
13677	1
13678	0
13679	1
13680	0
13681	0
13682	1
13683	1
13684	1
13685	1
13686	0
13687	0
13688	1
13689	1
13690	1
13691	1
13692	1
13693	0
13694	0
13695	0
13696	1
13697	1
13698	0
13699	0
13700	0
13701	0
13702	0
13703	1
13704	0
13705	1
13706	0
13707	0
13708	0
13709	0
13710	0
13711	0
13712	1
13713	1
13714	0
13715	0
13716	0
13717	0
13718	1
13719	0
13720	1
13721	0
13722	0
13723	1
13724	0
13725	0
13726	0
13727	0
13728	0
13729	1
13730	0
13731	1
13732	1
13733	0
13734	0
13735	1
13736	0
13737	0
13738	0
13739	0
13740	0
13741	0
13742	0
13743	1
13744	0
13745	1
13746	0
13747	1
13748	0
13749	0
13750	0
13751	0
13752	0
13753	0
13754	1
13755	0
13756	1
13757	0
13758	0
13759	1
13760	1
13761	0
13762	0
13763	1
13764	0
13765	0
13766	0
13767	1
13768	1
13769	0
13770	0
13771	0
13772	0
13773	0
13774	0
13775	0
13776	0
13777	0
13778	0
13779	0
13780	0
13781	0
13782	0
13783	0
13784	1
13785	0
13786	0
13787	0
13788	1
13789	1
13790	0
13791	0
13792	1
13793	0
13794	0
13795	0
13796	1
13797	1
13798	0
13799	0
13800	0
13801	0
13802	0
13803	0
13804	0
13805	1
13806	1
13807	0
13808	0
13809	1
13810	0
13811	0
13812	1
13813	0
13814	1
13815	1
13816	1
13817	1
13818	0
13819	1
13820	0
13821	0
13822	1
13823	0
13824	1
13825	0
13826	1
13827	1
13828	1
13829	0
13830	0
13831	0
13832	0
13833	0
13834	1
13835	0
13836	0
13837	1
13838	0
13839	0
13840	1
13841	1
13842	0
13843	0
13844	0
13845	0
13846	0
13847	1
13848	0
13849	0
13850	1
13851	0
13852	0
13853	0
13854	0
13855	1
13856	1
13857	1
13858	1
13859	1
13860	0
13861	0
13862	1
13863	1
13864	1
13865	0
13866	1
13867	0
13868	0
13869	1
13870	1
13871	1
13872	0
13873	0
13874	0
13875	1
13876	0
13877	1
13878	1
13879	0
13880	1
13881	1
13882	0
13883	1
13884	1
13885	0
13886	0
13887	1
13888	0
13889	0
13890	1
13891	0
13892	0
13893	1
13894	0
13895	0
13896	1
13897	1
13898	1
13899	1
13900	0
13901	1
13902	0
13903	1
13904	1
13905	0
13906	0
13907	1
13908	1
13909	0
13910	1
13911	0
13912	0
13913	0
13914	0
13915	0
13916	0
13917	0
13918	1
13919	1
13920	0
13921	0
13922	1
13923	1
13924	0
13925	0
13926	0
13927	1
13928	0
13929	1
13930	0
13931	0
13932	0
13933	0
13934	0
13935	0
13936	0
13937	1
13938	0
13939	0
13940	1
13941	1
13942	1
13943	0
13944	1
13945	1
13946	0
13947	0
13948	0
13949	0
13950	1
13951	0
13952	0
13953	0
13954	0
13955	1
13956	1
13957	0
13958	1
13959	1
13960	0
13961	1
13962	0
13963	0
13964	1
13965	1
13966	0
13967	0
13968	0
13969	0
13970	0
13971	1
13972	1
13973	1
13974	0
13975	1
13976	0
13977	0
13978	1
13979	1
13980	1
13981	0
13982	0
13983	0
13984	0
13985	0
13986	1
13987	0
13988	0
13989	0
13990	0
13991	1
13992	0
13993	1
13994	1
13995	0
13996	1
13997	0
13998	1
13999	0
14000	0
14001	1
14002	0
14003	0
14004	0
14005	1
14006	1
14007	0
14008	1
14009	1
14010	0
14011	0
14012	0
14013	0
14014	0
14015	0
14016	0
14017	1
14018	1
14019	0
14020	0
14021	0
14022	0
14023	1
14024	1
14025	0
14026	0
14027	1
14028	0
14029	1
14030	0
14031	0
14032	1
14033	1
14034	0
14035	1
14036	0
14037	0
14038	0
14039	1
14040	1
14041	0
14042	0
14043	0
14044	0
14045	0
14046	1
14047	1
14048	1
14049	1
14050	1
14051	1
14052	0
14053	0
14054	0
14055	0
14056	0
14057	0
14058	0
14059	1
14060	1
14061	0
14062	1
14063	0
14064	1
14065	0
14066	0
14067	0
14068	1
14069	1
14070	0
14071	0
14072	1
14073	1
14074	1
14075	0
14076	0
14077	1
14078	1
14079	0
14080	1
14081	1
14082	1
14083	1
14084	1
14085	1
14086	0
14087	0
14088	0
14089	0
14090	0
14091	1
14092	0
14093	1
14094	0
14095	0
14096	0
14097	1
14098	0
14099	0
14100	1
14101	1
14102	0
14103	0
14104	1
14105	0
14106	0
14107	0
14108	1
14109	1
14110	0
14111	1
14112	0
14113	1
14114	1
14115	0
14116	0
14117	0
14118	0
14119	1
14120	0
14121	0
14122	1
14123	0
14124	1
14125	1
14126	0
14127	0
14128	0
14129	0
14130	1
14131	0
14132	1
14133	1
14134	0
14135	1
14136	1
14137	0
14138	1
14139	0
14140	1
14141	1
14142	0
14143	0
14144	0
14145	0
14146	0
14147	0
14148	1
14149	1
14150	0
14151	0
14152	1
14153	0
14154	1
14155	0
14156	0
14157	0
14158	0
14159	1
14160	1
14161	0
14162	1
14163	1
14164	0
14165	0
14166	0
14167	0
14168	1
14169	0
14170	0
14171	0
14172	0
14173	1
14174	1
14175	0
14176	0
14177	0
14178	1
14179	1
14180	0
14181	0
14182	1
14183	0
14184	1
14185	0
14186	0
14187	0
14188	1
14189	1
14190	1
14191	0
14192	1
14193	1
14194	1
14195	0
14196	0
14197	0
14198	0
14199	0
14200	1
14201	0
14202	0
14203	1
14204	1
14205	0
14206	0
14207	0
14208	0
14209	1
14210	1
14211	0
14212	0
14213	0
14214	0
14215	0
14216	0
14217	1
14218	1
14219	1
14220	1
14221	1
14222	1
14223	1
14224	0
14225	0
14226	0
14227	0
14228	0
14229	0
14230	0
14231	0
14232	1
14233	1
14234	0
14235	1
14236	0
14237	0
14238	1
14239	0
14240	0
14241	1
14242	1
14243	1
14244	0
14245	0
14246	1
14247	0
14248	0
14249	0
14250	0
14251	1
14252	0
14253	0
14254	0
14255	0
14256	0
14257	1
14258	0
14259	1
14260	0
14261	1
14262	0
14263	0
14264	0
14265	0
14266	1
14267	1
14268	0
14269	0
14270	0
14271	1
14272	1
14273	0
14274	0
14275	0
14276	0
14277	0
14278	0
14279	0
14280	1
14281	0
14282	1
14283	1
14284	0
14285	0
14286	1
14287	0
14288	0
14289	0
14290	0
14291	0
14292	0
14293	1
14294	0
14295	0
14296	0
14297	0
14298	1
14299	0
14300	1
14301	0
14302	0
14303	0
14304	1
14305	1
14306	1
14307	0
14308	0
14309	1
14310	0
14311	1
14312	0
14313	0
14314	0
14315	0
14316	1
14317	0
14318	0
14319	0
14320	1
14321	0
14322	0
14323	1
14324	0
14325	1
14326	0
14327	1
14328	0
14329	0
14330	1
14331	0
14332	1
14333	1
14334	1
14335	1
14336	0
14337	1
14338	0
14339	1
14340	0
14341	1
14342	0
14343	0
14344	0
14345	0
14346	1
14347	1
14348	1
14349	0
14350	1
14351	0
14352	1
14353	1
14354	1
14355	1
14356	1
14357	0
14358	1
14359	0
14360	0
14361	0
14362	0
14363	0
14364	0
14365	1
14366	1
14367	0
14368	0
14369	0
14370	1
14371	1
14372	1
14373	0
14374	1
14375	0
14376	0
14377	0
14378	0
14379	1
14380	0
14381	0
14382	0
14383	0
14384	0
14385	1
14386	0
14387	0
14388	0
14389	1
14390	1
14391	0
14392	0
14393	0
14394	1
14395	1
14396	0
14397	0
14398	0
14399	0
14400	0
14401	0
14402	0
14403	0
14404	0
14405	0
14406	0
14407	1
14408	0
14409	1
14410	0
14411	0
14412	0
14413	1
14414	0
14415	0
14416	0
14417	0
14418	0
14419	1
14420	0
14421	1
14422	0
14423	0
14424	0
14425	1
14426	0
14427	0
14428	0
14429	0
14430	0
14431	1
14432	0
14433	0
14434	0
14435	0
14436	0
14437	1
14438	0
14439	1
14440	0
14441	0
14442	0
14443	1
14444	1
14445	0
14446	0
14447	1
14448	1
14449	1
14450	1
14451	0
14452	1
14453	1
14454	0
14455	0
14456	0
14457	1
14458	0
14459	0
14460	0
14461	1
14462	1
14463	0
14464	1
14465	0
14466	0
14467	1
14468	0
14469	0
14470	1
14471	0
14472	0
14473	1
14474	0
14475	0
14476	1
14477	0
14478	1
14479	1
14480	0
14481	0
14482	1
14483	0
14484	0
14485	1
14486	0
14487	0
14488	1
14489	0
14490	0
14491	1
14492	0
14493	0
14494	0
14495	0
14496	1
14497	1
14498	0
14499	1
14500	1
14501	0
14502	0
14503	0
14504	1
14505	0
14506	1
14507	0
14508	0
14509	0
14510	1
14511	1
14512	0
14513	1
14514	0
14515	0
14516	0
14517	0
14518	0
14519	1
14520	0
14521	1
14522	1
14523	0
14524	0
14525	1
14526	1
14527	1
14528	1
14529	1
14530	0
14531	1
14532	0
14533	1
14534	0
14535	1
14536	0
14537	1
14538	0
14539	0
14540	1
14541	0
14542	1
14543	1
14544	1
14545	0
14546	1
14547	1
14548	1
14549	0
14550	0
14551	0
14552	1
14553	1
14554	0
14555	0
14556	1
14557	0
14558	0
14559	0
14560	1
14561	1
14562	1
14563	1
14564	1
14565	1
14566	0
14567	0
14568	1
14569	0
14570	1
14571	0
14572	1
14573	1
14574	0
14575	0
14576	1
14577	1
14578	0
14579	1
14580	1
14581	0
14582	0
14583	1
14584	0
14585	0
14586	0
14587	0
14588	1
14589	1
14590	0
14591	1
14592	0
14593	1
14594	0
14595	1
14596	0
14597	0
14598	1
14599	1
14600	1
14601	1
14602	0
14603	1
14604	1
14605	0
14606	1
14607	1
14608	1
14609	0
14610	0
14611	0
14612	1
14613	1
14614	1
14615	1
14616	1
14617	0
14618	1
14619	0
14620	0
14621	1
14622	1
14623	0
14624	0
14625	1
14626	1
14627	1
14628	0
14629	1
14630	1
14631	0
14632	1
14633	1
14634	0
14635	0
14636	1
14637	0
14638	1
14639	1
14640	0
14641	0
14642	1
14643	0
14644	0
14645	1
14646	0
14647	0
14648	0
14649	1
14650	0
14651	0
14652	0
14653	1
14654	0
14655	1
14656	0
14657	1
14658	0
14659	0
14660	0
14661	0
14662	0
14663	0
14664	1
14665	0
14666	1
14667	1
14668	1
14669	0
14670	1
14671	0
14672	1
14673	0
14674	1
14675	1
14676	1
14677	0
14678	0
14679	1
14680	0
14681	1
14682	0
14683	1
14684	1
14685	0
14686	0
14687	1
14688	1
14689	0
14690	0
14691	1
14692	0
14693	0
14694	1
14695	0
14696	0
14697	1
14698	1
14699	1
14700	1
14701	0
14702	1
14703	0
14704	0
14705	1
14706	1
14707	1
14708	0
14709	1
14710	0
14711	0
14712	0
14713	0
14714	0
14715	0
14716	0
14717	0
14718	0
14719	0
14720	0
14721	1
14722	1
14723	0
14724	1
14725	0
14726	0
14727	1
14728	1
14729	0
14730	0
14731	0
14732	1
14733	1
14734	1
14735	1
14736	1
14737	1
14738	0
14739	1
14740	0
14741	1
14742	1
14743	1
14744	0
14745	0
14746	0
14747	0
14748	1
14749	0
14750	1
14751	1
14752	1
14753	0
14754	0
14755	1
14756	0
14757	0
14758	0
14759	0
14760	0
14761	0
14762	1
14763	1
14764	0
14765	0
14766	0
14767	0
14768	0
14769	0
14770	0
14771	0
14772	1
14773	0
14774	0
14775	0
14776	0
14777	0
14778	0
14779	1
14780	1
14781	1
14782	0
14783	1
14784	1
14785	1
14786	0
14787	0
14788	0
14789	0
14790	0
14791	0
14792	1
14793	1
14794	1
14795	1
14796	1
14797	0
14798	0
14799	1
14800	0
14801	1
14802	0
14803	1
14804	0
14805	0
14806	1
14807	0
14808	1
14809	0
14810	1
14811	1
14812	0
14813	0
14814	0
14815	0
14816	1
14817	1
14818	0
14819	1
14820	1
14821	1
14822	0
14823	1
14824	1
14825	1
14826	1
14827	0
14828	1
14829	0
14830	1
14831	0
14832	1
14833	0
14834	0
14835	1
14836	0
14837	0
14838	0
14839	0
14840	1
14841	0
14842	0
14843	1
14844	1
14845	1
14846	0
14847	1
14848	1
14849	0
14850	1
14851	1
14852	1
14853	1
14854	1
14855	0
14856	1
14857	1
14858	0
14859	1
14860	1
14861	0
14862	0
14863	0
14864	1
14865	0
14866	0
14867	1
14868	0
14869	0
14870	0
14871	0
14872	0
14873	0
14874	1
14875	1
14876	0
14877	0
14878	0
14879	1
14880	0
14881	1
14882	0
14883	1
14884	1
14885	0
14886	0
14887	0
14888	1
14889	1
14890	0
14891	0
14892	0
14893	1
14894	1
14895	1
14896	0
14897	0
14898	0
14899	0
14900	1
14901	1
14902	1
14903	0
14904	0
14905	1
14906	0
14907	0
14908	1
14909	0
14910	1
14911	1
14912	0
14913	0
14914	0
14915	0
14916	0
14917	0
14918	0
14919	1
14920	1
14921	0
14922	0
14923	1
14924	1
14925	0
14926	0
14927	0
14928	1
14929	0
14930	1
14931	1
14932	1
14933	1
14934	0
14935	0
14936	0
14937	0
14938	0
14939	1
14940	0
14941	1
14942	1
14943	0
14944	1
14945	0
14946	1
14947	1
14948	0
14949	0
14950	0
14951	1
14952	0
14953	1
14954	0
14955	1
14956	0
14957	1
14958	1
14959	0
14960	0
14961	0
14962	1
14963	0
14964	0
14965	0
14966	0
14967	0
14968	0
14969	1
14970	1
14971	0
14972	0
14973	0
14974	0
14975	1
14976	0
14977	0
14978	0
14979	1
14980	1
14981	1
14982	0
14983	1
14984	1
14985	1
14986	1
14987	1
14988	0
14989	0
14990	0
14991	0
14992	1
14993	0
14994	0
14995	0
14996	1
14997	0
14998	1
14999	1
15000	1
15001	0
15002	0
15003	1
15004	0
15005	0
15006	1
15007	0
15008	1
15009	1
15010	0
15011	0
15012	0
15013	0
15014	0
15015	0
15016	1
15017	1
15018	0
15019	1
15020	1
15021	0
15022	1
15023	0
15024	0
15025	0
15026	1
15027	0
15028	0
15029	0
15030	1
15031	0
15032	1
15033	0
15034	1
15035	1
15036	1
15037	0
15038	0
15039	0
15040	1
15041	1
15042	1
15043	1
15044	0
15045	1
15046	0
15047	0
15048	1
15049	1
15050	1
15051	1
15052	0
15053	1
15054	0
15055	0
15056	0
15057	0
15058	0
15059	1
15060	1
15061	1
15062	1
15063	0
15064	0
15065	1
15066	1
15067	0
15068	1
15069	1
15070	1
15071	1
15072	1
15073	0
15074	0
15075	1
15076	1
15077	1
15078	0
15079	1
15080	0
15081	1
15082	0
15083	0
15084	0
15085	0
15086	0
15087	0
15088	0
15089	1
15090	1
15091	1
15092	1
15093	1
15094	0
15095	0
15096	1
15097	0
15098	1
15099	0
15100	0
15101	0
15102	1
15103	0
15104	1
15105	1
15106	1
15107	0
15108	0
15109	1
15110	1
15111	0
15112	0
15113	0
15114	0
15115	0
15116	0
15117	0
15118	0
15119	1
15120	1
15121	1
15122	0
15123	0
15124	1
15125	1
15126	0
15127	1
15128	1
15129	0
15130	1
15131	0
15132	0
15133	0
15134	0
15135	1
15136	0
15137	1
15138	1
15139	1
15140	0
15141	1
15142	0
15143	0
15144	1
15145	1
15146	0
15147	0
15148	1
15149	1
15150	0
15151	1
15152	0
15153	1
15154	0
15155	1
15156	0
15157	1
15158	0
15159	1
15160	0
15161	0
15162	0
15163	0
15164	0
15165	1
15166	0
15167	0
15168	0
15169	0
15170	0
15171	0
15172	0
15173	1
15174	0
15175	0
15176	1
15177	1
15178	1
15179	0
15180	1
15181	1
15182	0
15183	0
15184	0
15185	0
15186	0
15187	1
15188	1
15189	0
15190	0
15191	1
15192	0
15193	0
15194	0
15195	1
15196	1
15197	1
15198	0
15199	1
15200	0
15201	1
15202	1
15203	1
15204	0
15205	0
15206	0
15207	1
15208	0
15209	0
15210	0
15211	0
15212	0
15213	0
15214	0
15215	0
15216	0
15217	0
15218	1
15219	0
15220	0
15221	0
15222	0
15223	0
15224	0
15225	0
15226	0
15227	0
15228	1
15229	1
15230	0
15231	1
15232	0
15233	1
15234	0
15235	1
15236	1
15237	0
15238	0
15239	0
15240	0
15241	0
15242	0
15243	0
15244	0
15245	1
15246	0
15247	0
15248	1
15249	0
15250	0
15251	0
15252	0
15253	0
15254	0
15255	1
15256	0
15257	1
15258	0
15259	0
15260	1
15261	0
15262	1
15263	0
15264	1
15265	0
15266	0
15267	0
15268	1
15269	0
15270	1
15271	0
15272	0
15273	1
15274	0
15275	0
15276	0
15277	0
15278	0
15279	1
15280	1
15281	0
15282	1
15283	0
15284	0
15285	0
15286	0
15287	0
15288	0
15289	1
15290	0
15291	1
15292	1
15293	0
15294	1
15295	0
15296	0
15297	0
15298	0
15299	0
15300	1
15301	1
15302	0
15303	1
15304	0
15305	1
15306	0
15307	1
15308	0
15309	0
15310	1
15311	1
15312	0
15313	0
15314	0
15315	0
15316	0
15317	1
15318	1
15319	0
15320	0
15321	1
15322	0
15323	1
15324	1
15325	0
15326	0
15327	1
15328	1
15329	0
15330	0
15331	1
15332	0
15333	1
15334	1
15335	0
15336	0
15337	0
15338	1
15339	0
15340	0
15341	0
15342	1
15343	1
15344	0
15345	1
15346	0
15347	0
15348	0
15349	1
15350	0
15351	0
15352	1
15353	1
15354	1
15355	0
15356	1
15357	1
15358	0
15359	1
15360	1
15361	1
15362	1
15363	0
15364	0
15365	1
15366	0
15367	1
15368	1
15369	1
15370	0
15371	0
15372	1
15373	1
15374	1
15375	0
15376	0
15377	0
15378	1
15379	0
15380	1
15381	0
15382	0
15383	0
15384	0
15385	0
15386	0
15387	0
15388	0
15389	1
15390	1
15391	0
15392	0
15393	0
15394	0
15395	0
15396	1
15397	1
15398	0
15399	0
15400	0
15401	0
15402	0
15403	1
15404	0
15405	0
15406	0
15407	0
15408	0
15409	1
15410	1
15411	0
15412	1
15413	0
15414	0
15415	0
15416	0
15417	1
15418	1
15419	0
15420	0
15421	0
15422	0
15423	0
15424	0
15425	0
15426	1
15427	1
15428	0
15429	0
15430	0
15431	1
15432	1
15433	1
15434	0
15435	0
15436	0
15437	0
15438	0
15439	1
15440	0
15441	1
15442	0
15443	0
15444	1
15445	0
15446	0
15447	0
15448	0
15449	0
15450	0
15451	0
15452	1
15453	1
15454	1
15455	1
15456	0
15457	1
15458	1
15459	1
15460	0
15461	0
15462	0
15463	1
15464	1
15465	0
15466	1
15467	0
15468	1
15469	1
15470	1
15471	1
15472	0
15473	0
15474	0
15475	1
15476	0
15477	1
15478	0
15479	1
15480	0
15481	1
15482	1
15483	1
15484	0
15485	0
15486	1
15487	0
15488	1
15489	0
15490	1
15491	1
15492	0
15493	0
15494	1
15495	0
15496	0
15497	0
15498	0
15499	0
15500	1
15501	1
15502	1
15503	0
15504	0
15505	1
15506	1
15507	1
15508	0
15509	1
15510	0
15511	0
15512	0
15513	0
15514	1
15515	0
15516	0
15517	0
15518	1
15519	1
15520	1
15521	0
15522	0
15523	0
15524	0
15525	0
15526	0
15527	0
15528	0
15529	0
15530	1
15531	1
15532	1
15533	1
15534	0
15535	1
15536	0
15537	0
15538	1
15539	1
15540	0
15541	1
15542	0
15543	0
15544	0
15545	1
15546	0
15547	1
15548	1
15549	0
15550	0
15551	0
15552	1
15553	0
15554	0
15555	1
15556	0
15557	0
15558	1
15559	1
15560	0
15561	0
15562	1
15563	0
15564	1
15565	0
15566	0
15567	1
15568	0
15569	1
15570	1
15571	1
15572	1
15573	1
15574	1
15575	1
15576	1
15577	1
15578	1
15579	0
15580	1
15581	1
15582	0
15583	0
15584	0
15585	0
15586	0
15587	0
15588	1
15589	0
15590	0
15591	0
15592	0
15593	1
15594	0
15595	1
15596	1
15597	0
15598	0
15599	0
15600	0
15601	0
15602	1
15603	0
15604	0
15605	1
15606	1
15607	1
15608	1
15609	1
15610	0
15611	1
15612	1
15613	1
15614	0
15615	0
15616	1
15617	0
15618	1
15619	1
15620	0
15621	0
15622	1
15623	0
15624	0
15625	0
15626	1
15627	0
15628	0
15629	1
15630	0
15631	1
15632	0
15633	0
15634	0
15635	0
15636	1
15637	1
15638	0
15639	1
15640	0
15641	0
15642	0
15643	0
15644	0
15645	0
15646	0
15647	1
15648	1
15649	0
15650	0
15651	1
15652	1
15653	0
15654	0
15655	0
15656	1
15657	0
15658	0
15659	0
15660	0
15661	1
15662	1
15663	0
15664	1
15665	0
15666	0
15667	1
15668	1
15669	0
15670	0
15671	0
15672	0
15673	1
